name,comment,star,source,label
Lê Hân,vân tay không nhận có nhận nhưng lần mới được pin tụt nhanh ko xài vẫn tụt đều bù lại cái sạc nhanh camera sau chụp tốt xoá phông đẹp camera trước hơi xấu cảm_ứng thì ngon tầm giá 7tr thì em này không ổn lắm,3,tgdd,1
Lương Hậu,máy rất tệ pin hết nhanh 4000 mà như 2900 vậy cảm_biến vân tay không dùng được,3,tgdd,0
Tau,sau ngày dùng nhận_xét chuẩn như sau camera ngon ổn màn_hình khá đẹp cảm_ứng nhạy chơi pubg cấu_hình hd đồ_hoạ cao ngon liên_quân max seting vẫn ok sóng wifi 4g ok pin để qua đêm tụt do không bật mạng không để chạy ngầm với không dùng al qúa on dislay pin sạc hơn 1h30p là đầy dùng chơi game liên tụt tầm 7h dùng chơi game ít thì ngày mới cần sạc lại chơi pubg chấm vị_trí bản_đồ không nhạy lắm nói_chung tiền nào của nấy không so với ip ích ét mắc được,5,tgdd,2
Du,cần chỉnh xửa vá_lỗi lại bớt nhìu lỗi qúa cần tắt bớt hngws_dụng chạy ngầm cho đỡ tốn ram chứ 6g tam mà lúc_nào cnxg trống 1g thà mình mua con p30 lite của huawei xài chip yếu hơn mờ đổi lại vá lỗi nhìu hơn có gpu tubo chơi pgubg tuyệt bời không giống a50 này con này xài cỡ năm là mua con mới đuọc rồi,3,tgdd,0
Lý Tiến Dũng,trời ơi máy gì mà chậm vậy trời ko load nổi ứng_dụng dù sóng wifi rất khoẻ cảm_ứng thì tệ vô_cùng tôi chưa từng dùng máy điện_thoại nào thế này thua xa những dòng điện_thoại của tàu qúa thất_vọng sẽ đổi máy ngay ngày_mai,1,tgdd,0
Vũ,hỏng thật_sự rồi máy rất đáng buồn thật_sự rất buồn ko nghĩ rằng sa mà ung ra được máy kém chất_lượng như_vậy,1,tgdd,0
Kiều Phụng,tốt camera đẹp sao mọi người nói là pin hụt nhanh mình xài thấy hụt có vài sao mọi người la lên tới 20 chơi game cả ngày chưa hết pin không biết có_thể tắt chế_độ sạc nhanh hay không nhỉ vì khi sạc nhanh điện chạy vào máy nhanh nên gây ra nóng máy có tặng cục sạc 10000 mà cảm_thấy hơi dở sạc máy này hết 4000 sạc cái máy j7 2016 là 3300 xài được năm rồi nên chắc pin máy chai xuống chút còn 2500 vậy mà cảm_thấy sạc dự_phòng gần như hết pin luôn không biết có được bảo_hành sạc dự_phòng hay không nhỉ mong có phản_hồi từ nhà tgd,4,tgdd,1
Tran Van Khoi,pin phải tật chê độ al qúa ys ơn thì đỡ háo pin cầm chụp đẹp vẫn tay có như ko chọn còn a30 thì hợp_lý,4,tgdd,1
Lương Hoài Thuận,màn_hình đẹp camera chụp rực nhưng thiếu nét pin xài đủ tầm 6h 20h công_việc sử_dụng nhiều vân tay qúa tệ có kho lần không nhận bảo_mật gương_mặt kém,2,tgdd,0
Hoàng Văn Thủy,rất tiếc chất_liệu a50 lại là nhựa mà không phải kim_loại nguyên khối mong sẽ cis bản kim_loại nguyên khối và chưa có thông_tin bộ_nhớ khả_dụng còn mọi thông_tin khác phải nói là tuyệt với tr,3,tgdd,1
Nguyễn Tấn Sĩ,nhanh hao pin qúa sáng 100 mà lên facebook book không tới trưa đã còn 20 trong khi đang bật tiết_kiệm pin xoá ứng_dụng chạy ngầm hối_hận khi bán j7 pro lên a50,1,tgdd,0
Nguyễn Thị Hồng Hạnh,mình đặt_hàng bản ram 6gb và 128gb rom nhận hàng ngày 24 kèm theo cục sạc chính hãng tai_nghe blue tốt cảm_nhận từ bữa giờ xài là màn_hình hiển_thị rất đẹp kiểu sáng thì tạm chấp_nhận được phân khúc tầm trung dùng and rồi nên cứ như là đang xài không hay s10 vân tay thì không nhạy như mong_đợi chắc do còn miếng dán mh zin của máy nên không nhạy cũng đúng_mốt tháo ra test lại xem sao còn cảm_biến khuôn_mặt thì qúa hoàn_hảo bù_trừ qua_lại cho nhau pin thì thấy mọi người nói nhanh hết tôi thấy bình_thường xài ngày sạc là chuyện đương_nhiên vì đây là and rồi chứ đâu phải ios chốt sao,4,tgdd,1
Ngô Tuấn Anh,do đang sử_dụng chế_độ tiết_kiệm pin nên sử_dụng hết ngày vẫn còn khoảng hơn 40 pin,5,tgdd,2
Vũ,mới lấy máy trưa nay phải nói là rất tệ vân tay cực_kì chán gây cảm_giác bực_bội vô_cùng mạng rất khoẻ nhưng máy phản_hồi thì phải nói là siêu chậm thất_vọng vô_cùng thật_sự rất thất_vọng,1,tgdd,0
Đoàn,điện_thoại dùng qúa tuyệt_vời chơi game mượt pin trâu sạc nhanh điện_thoại tầm trung của sa mà ung năm 2019 qúa tốt,5,tgdd,2
Nguyễn Hải,mua máy được ngày không tệ như bình_luận của nhiều người dùng liên tụt không hề nóng máy pin sạc nhanh từ lúc báo pin yếu là 15 đến khi sạc đầy 100 là mất tiếng 40 phút cũng không nóng máy tí nào chơi game nặng như rules of survival max seting không hề giật lag camera chụp tốt nhưng hơi sáng và ảo chút so với thực_tế zom lên rồi chụp thì sẽ nhoè bất_kể iphone cũng sẽ bị thôi mọi người nên tải thêm touch home ảo để thao_tác về màn_hình chính dễ_dàng khi chơi game ful màn_hình và có_thể chụp ảnh màn_hình dễ_dàng pin dùng ổn cả ngày,5,tgdd,2
Lê Phước Duy,máy nóng 4g yếu liên_quân ping đỏ_lòm thua cả máy con đời trước vân tay thì khỏi nói qúa tệ bấm lần mà nó chua nhận được chủ_nhân mới mua chưa được 24h giờ trả lại được không nản,3,tgdd,0
Tamtrinh,máy dùng toàn bị đơ sập nguồn bây_giờ còn báo lỗi phần_mềm nữa cứ phải mạng ra cửa_hàng nhờ hỗ_trợ thế này nản qúa,2,tgdd,0
Phương Hồng,mình thì thấy loại này xài tốt phù_hợp giá tiền chắc mỗi người mỗi cách sử_dụng khác nhau,5,tgdd,2
Van Minh,máy chi có cai kết_nối_mạng rất chậm ram 6g cau hih cũng không dên nôi mà xai nhu máy ram 3g vân tay thi kém được goi 128g mà xai thua máy j7 mih xai luôn phí tien khi mua máy nay,3,tgdd,0
Giang Văn Lực,tôi thấy rất buồn về dòng a50 128g vân tay kém âm_thanh gọi đến qúa tồi ko đáng đồng_tiền tôi muốn được hỗ_trợ,1,tgdd,0
Nguyễn Hải,điện_thoại qúa kém luôn_luôn đơ cảm_ứng vừa yếu vừa dỏm không đáng tiền mua đừng ai mua dòng điện_thoại này chơi gãme thì đơ cảm_ứng không chơi được ức_chế thêm,1,tgdd,0
Dương Minh,sản_phẩm xài máy rất nóng xuống pin nhah cảm_ứng thí chậm mạng kết nói kém khuyên ae nên xài loại cao_cấp hơn hoặc opo f11 pro ngon hơn,2,tgdd,0
Lê Trọng Hiếu,máy xài năm sim không tải facebook bok tất_cả đều ổn máy này không dành cho ai tham_lam xài nhiều ứng_dụng không biết xoá rác mình xài 4g 120k 28g chứ không giống như máy cha xài 70k tháng rồi ngồi than chơi game lag tất_cả game tuỳ chỉnh cấu_hình trung đều ok tôi chơi lq kritika mà zalo chạy grab mở ứng_dụng định_vị cùng chơi game nhưng vẫn ổn và xài 10tiếng mới còn 10,4,tgdd,2
Thuận,sản_phẩm ok camera chụp cũng đẹp loa to pin tạm được nhận_diện gương_mặt và vân tay ổn không tệ như nhữnh đánh_giá trên đây,5,tgdd,2
Hoàng Thanh Sơn,mới dùng tháng sản_phẩm đã bị lỗi còn kém hơn máy_cái điện_thoại rẻ biết thế đừng mua,2,tgdd,0
Đông Hoa,lần cấp nhật này mở khoá vân tay như shit ấy mong bl này gửi đến nhà sản_xuất_sa mà_ung,1,tgdd,0
Lê Thanh Vũ,4g giật lag kém qúa kém với số tiền bỏ ra của 8tr không còn niềm tin vào sambsung,1,tgdd,0
Hoang Synguyen,cập_nhật mới nhất cho camera ổn_định hơn sac pin nhanh hơn máy cầm pin cả ngày làm_việc tốc_độ nhanh với bản ram 6gb tự dộng điều_chỉnh ánh_sáng tốt 4g hoạt_động ổn_định nhà mạng mobi và vietel,5,tgdd,2
Phan Tiến,sử_dụng lúc đầu thì ok tầm tháng thì thi_thoảng nó lag rồi nó đứng máy sau đó nó tự_động tắt nguồn mình phải mở lên lại thật_sự thất_vọng vì sự_cố này,1,tgdd,0
Lê Khương Thịnh,máy thường_xuyên bị lỗi là người khác gọi vào không được toàn thuê_bao bị rất thường_xuyên đi làm mà sếp gọi hoài không được chắc bị đuổi sớm,2,tgdd,0
Bùi Hà,mọi thứ đều ổn trừ mở khoá bằng vân tay trên màn_hình qúa tệ thà để mở khoá vân tay mặt lưng còn tốt hơn,4,tgdd,1
Hà,cái gì cũng ổn vớ vẫn nhất là cái cảm_biến vân tay dưới mà hình ấn mãi mới nhận thà đặt mặt lưng chạm cái được ngay cho đỡ bực_mình,4,tgdd,1
Quang,máy qúa tệ mua tháng 2019 tới bây_giờ mới có vài tháng mà lag kinh_khủng có lúc giực giực lúc bấm phím điều hướng thì không ăn phải tắt nguồn khởi_động lại màn_hình lúc ăn lúc không ăn ám_ảnh sa mà_ung,2,tgdd,0
Lê Hưng,xài tháng đến giờ như mô_tả sản_phẩm tốt hơn so với số tiền mình bỏ ra nói_chung là qúa tốt,5,tgdd,2
Phương,mua máy hôm 11 nhưng đến nay sạc pin lần ròi mà mãi 8h mới đầy pin vậy trường_hợp này thì sao có đổi máy được chưa,1,tgdd,0
Giao,sao mình thấy máy xài ổn mà sao nhiều bạn chê dữ mỗi tội sóq điện_thoại hơi yếu thôi,4,tgdd,2
Nhung,có 4g nhưng không xài được màng hình thì nhấn này nhảy kia loa thì rè bắt sóng kém qúa,1,tgdd,0
NguyễN Văn CớI,biên_bản này sài rất dở sử_dụng 4g yếu siều thua j4 thường nữa tôi lằm máy này,1,tgdd,0
Linh,rất hài_lòng về sản_phẩm máy màn_hình đẹp mượt pin đủ dùng chụp hình khá tốt sau khi có bản cập_nhật phần_mềm giá kèm tặng phiếu mua hàng 400k chỉ 090 000 vnd không trừ vào giá nhưng mình mua được vài món phụ_kiện tốt nhân_viên thân_thiện nhiệt_tình,5,tgdd,2
Vũ Ngọc Hoàng Anh,máy hiện 4g mà vào chơi liên_quân thì đã chỉnh đồ_hoạ thấp nhất mà không chơi được game vào game chỉ đứng thì làm,1,tgdd,0
Đinh Tấn Hưng,a50 tệ qúa mua 30 xài ts giờ loa càg ngày càg nhỏ xài 4g máy rất nóg mau tụt pin đã tắt chế_độ chạm để mỡ khoa hình nhưg vẫn nhận_diện tào_lao bo trog túi quần hồi lấi ra nhận_diện sai vân tay khuon mặt không đúg negative sa mà_ung càng ngài càg tệ,2,tgdd,0
Nguyễn Thị Lan Phương.,mình mua máy từ 23 đến giờ máy không có vđ gì hết chạy mượt pin khoẻ ko có hiện_tượng như các bạn nói mình thấy máy này rất tuyệt cảm_ơn điện_máy xanh,5,tgdd,2
Trường,mua được hơn tuần máy nhanh và mượt đáng đồng_tiền bát gạo nhân_viên thế_giới di_động vui_vẻ nhiệt_tình,5,tgdd,2
Huyền,vừa mua máy được ngày nhưng mở_màn_hình khoá lên thì lại xuất_hiện vệt hồng như ảnh thì có bị sao không với cả em thấy điện_thoại nhanh tụt pin qúa,3,tgdd,1
Nguyễn Thanh Tuấn,bữa mình mua cặp 64gb với 128gb mà xài được tháng bị lỗi kinh_khủng vân tay kém màn_hình loạn cảm_ứng nhảy luôn tung pin mau tụt máy nóng camera chụp hình hay bị đơ noi chung sản_phẩm rất tệ nhưng không quên cảm_ơn nhân_viên điện_máy xanh rất nhiệt_tình dịch_vụ hài_lòng,1,tgdd,0
Phú Hải,chán nhất trong các điện_thoại đã dùng ai có tài_chính trên 6t khuyên không dùng em này sạc pin không nhanh 3h mới đầy pin máy nóng hao pin lên mạng liên tụt 3h sập nguồn nghe gọi ngày yếu pin chụp hình quay_phim ổn nghe gọi ôn ghi_âm ok sau ngày xài mua con a70 thấy thế ok,2,tgdd,0
Thuyen,sau time sử_dụng điện_thoại a50 thì mình thấy máy bắt mạng không được tốt cùng sim mà máy không xem youtube không noi 240p và cấu_hình chưa được tối với chip 9610 nếu so với chip 7885 cua máy a7 2018 thì máy máy tóm lại còn rất nhiều chỗ chưa cua a50,3,tgdd,0
NguyễN Văn Minh,máy sử_dụng lúc đầu chạy êm nhưng khoảng được tháng thì máy chạy không nổi mặc_dù máy vẫn hiện 4g,2,tgdd,0
Lê Tấn Phương,cảm_ứng không nhạy cho lắm với loa rè qúa mới mua chưa được 48 giờ chắc mai đổi máy khác,2,tgdd,0
Trịnh Nam Trung,máy nhìn đẹp xài thì tệ mất sóng liên tụt thường_xuyên bị chửi vì không gọi được do mất sóng,1,tgdd,0
Lê Anh,máy vân tay cực kém ấn lần thì khoá luôn không cho dùng vân tay sóng kém loa kém nghe nhạc như đấm vào tai pin tụt khá nhanh nóng máy chân sạc thì lủng_lẳng,2,tgdd,0
Trángbt,mua được tháng hỏng cù sạc tháng hỏng chân cắm sạc giờ vứt só chán qúa,2,tgdd,0
Lê Anh,máy nhận vân tay kém loa kém mình đã phân_vân trước khi mua lưaj chọn rất kỹ mà vẫn chán chân_sạc lủng_lẳng không khít máy nóng tụt pin cũng nhanh mặc_dù cải_thiện mà rõ vân tay mình nhấn vài lần đều không khớp xong bắt đợi 30s dùng không bằng con a30 64g,2,tgdd,0
Tran Van Minh,máy này tôi xài chạy 4g như còn rùa tôi không chơi game chỉ dùng vào coi phim youtube mất sóng 4g liên tụt,2,tgdd,0
Nga,mình mua được điện_thoại cách đây ba ngày nói_chung là ổn do mình không cần chơi game nên thấy cũng tạm rất ok do mình dùng làm công_việc thôi nên thấy được,5,tgdd,2
Phạm Công Minh,tính_năng bảo_mật vân tay gì tay ai cũng mở được máy chơi game tiếng pin đã giảm 25 mà máy mới mua được tháng,1,tgdd,0
Nhan,máy xài rất ok mình chưa thấy gì bị lỗi chỉ có sóng yếu thôi điện_thoại cũ mình sóng đầy luôn khi đổi sim qua cái a50 này thì có gạch thui còn vân tay thì mình thử khoá bằng mã_số thì bó_tay lần được thôi rất tệ còn vượt thì ok phát nào cũng được các ah còn về khuôn_mặt thì ok rất nhạy còn âm thah thì tạm được không hay,3,tgdd,1
Trung,sóng qúa tệ mất sóng liên tụt nhiều lúc có sóng nhưng 4g không dùng được vân tay qúa dở mọi thứ khác tạm được,2,tgdd,1
Thanh Hai,xài ổn mỗi cái youtube dg xem hay bị thoát ngang admin có_thể chỉ cách nào khắc_phục ko,4,tgdd,1
Trương Đức Dũng,xài rất ok các bạn từ lúc đặt mua máy đến giờ chưa gặp trục_trặc gì lấy máy từ 23 2019 mua tại điện_máy xanh,5,tgdd,2
Mai Van Huy,ảnh rất nhòe khi chụp văn_bản tu xa vẫn tay kém song yếu chơi gamer thi được,1,tgdd,0
Hieu,mới mua tuần điện_thoại bỏ trong túi quần có cuộc_gọi rồi nóng ran lên sau đó bị cong khung đt chán không biết bảo_hành nhắn_tin,2,tgdd,0
Đông,cập_nhật bản này đi máy ông ơi bao mượt nhé từ nay khỏi thấy phiền vân tay gì nữa positive,5,tgdd,2
Truong Minh Luan,sản phần rất tệ rất nhiều lỗi cảm_ứng bị lỗi thường_xuyên nói_chung không đáng để mua,1,tgdd,0
Bui Xuân Danh,sóng yếu không làm gì được,1,tgdd,0
Mai Thanh Hòa,sau nửa tháng sử_dụng mình có một_vài nhận_xét sơ_sơ mình mua chủ_yếu xem phim chụp ảnh đọc báo nên thấy máy dùng rất ok mượt_mà pin bền điểm trừ vân tay không nhạy quét lần mới lên,4,tgdd,1
Văn Hiếu,sản_phẩm không tốt cho lắm cảm_ứng không nhạy pin cũng tạm bắt sóng kém thua cái cùi bắp mặt dù cái sát bên,1,tgdd,0
Duy,vừa túi_tiền thử chơi game nhẹ thì thấy cũng ok máy ấm nhẹ không hao pin lắm cập_nhật phần_mềm mới nhất nên không thấy tình_trạng loạn cảm_ứng như mọi người nói vì mình không phải gamer nên mua con này chụp hình ngoại_cảnh check mail đi công_tác cả ngày ok rồi còn lte tầm trung cat nên có_thể bạn gọi zalo hay viber đôi lúc sẽ bị mất tiếng muốn rõ thì nên mua dòg hay không,4,tgdd,2
Vo Van Tay,thích mà sao bị mất máy_cái như phản_hồi pin với phản_hồi màng hình không đẹp với bị ai mất máy trả ng web mật định hổ trợ mới mua có cái giờ hiện lên giấu với url hỏng hiểu luôn ước gì cho đổi lần hi,5,tgdd,2
Lê Thị Thanh Thúy,vân tay kém quét 10 lần mới được lần thua j7 prime bắt sóng kém pin thì xài cũng tạm ổn mọi thứ còn lại ok camera đẹp rõ nét,3,tgdd,1
Nguyễn Nam,sóng yếu còn hay bị mất sao hay báo điện_thoại bị ẩm nên không sạc được dù đổi đến cái thứ nó vẫn báo như thế nản không_thể tả,1,tgdd,0
Bepca,mới dùng được nửa tháng máy cấu_hình vậy lướt web tốt nhưng chơi game liên_quân thì không ổn chơi khoảng 30p máy nóng giật 3sao,3,tgdd,1
Lê Thanh Tùng,sai_lầm lớn cứ nghĩ ram 6g rom 128g xài là ổn không ngờ chỉ được vài tháng đầu_tiên giờ điện_thoại giật sóng thì kém sóng thua máy_cái điện_thoại cùi bắp đang tính bán,1,tgdd,0
Trần Trường Giang,sản_phẩm rất tốt mua từ tháng đến giờ xài văn ok hơn cả mong_đợi tốt,5,tgdd,2
Đường Thái Sơn,chất_lượng phục_vụ rất tốt nhân_viên thế_giới di_động trà nóc vui_vẻ và rất nhiệt_tình đánh_giá cao chất_lượng phục_vụ đây sẽ tiếp tụt ủng_hộ lần sau,5,tgdd,2
Phùng Thịnh,sai_lầm khi đã chót mua con này bắt sóng qúa yếu đến siêu_thị kiểm trả lại thì nhân_viên trả_lời nó bình_thường không sao cả dòng con nào cũng thế cả qua thực_tế sử_dụng nửa tháng thì trong cùng địa_điểm thì con máy này bắt sóng kém nhất chơi game you tube nhanh nóng máy pin 4000 nhưng dùng 15 ánh_sáng được tầm hơn nửa ngày là cạn pin ae cân_nhắc kĩ trước khi mua máy mua rồi khokng đổi được đâu chán,1,tgdd,0
Phúc,bản 6gb ram mà hệ_thống chiếm hết 3gb máy thì còn gì nữa máy rất nóng mặc_dù chỉ lướt facebook hoặc xem phim camera thì chỉ mức tạm pin dù không xài mà vẫn tụt như tụt quần sạc thì lúc nhận lúc không qa chán luôn,2,tgdd,0
Đỗ Văn Quý,bỏ ra gần chục củ mà xót tháng đầu dùng bình_thường sau đó bị den màn_hình cảm_ứng không sử_dụng được đem đi bảo_hành thì ben bảo_hành gửi về và nói không sao về sử_dụng lại thì ôi_thôi cắm sạc thì màn_hình nháy lên nháy xuống hình_ảnh thì chất_lượng lcd chứ không phải super amoled hay ful hd nữa thế_giới di_động tính sao về vụ này,1,tgdd,0
Đông,cập_nhật phiên_bản mới xong cái cảm_biến vân tay nhạy hẳn ra tốc_độ mở khoá được cải_thiện đáng_kể nhé positive,5,tgdd,2
Lê Hữu Quyền,qúa chán với cái vân tay dùng 10 ngày mời mở được lần vân tay đây có được gọi là lỗi,1,tgdd,0
NguyễN Thanh GiàU,samsung a50 bản 128gb rất tệ máy hay bị báo ẩm sạc mình đã bi cùng lúc hai máy nên cũng nản voi dòng sản_phẩm của samsung,1,tgdd,0
Phùng Văn Thịnh,máy khá mượt nhưng chơi game nặng vẫn giật và lag dù wifi khoẻ vân tay không nhạy và chậm chỉ có cái mở khoá bằng khuân mặt tốt và nhạy nhưng lại khá dài_dòng khi qua bước đánh_thức màn_hình mở khoá vuốt màn_hình mới hoàn_thành để vào sử_dụng máy khá nóng khi tải fim hoặc cập_nhật ap chơi game nhưng vẫn chấp_nhận được vỏ máy bằng nhựa nên không có cảm_giác chắc_chắn và lớp sơn dễ bị trầy,3,tgdd,1
Duy,máy chơi game ổn mượt mà tác vụ xử_lý nhanh chưa thấy bị delay camera chụp đẹp trong điều_kiện thiếu sáng thì chấp_nhận được chứ không qúa đẹp màn amoled thì không phải nói nữa vân tay hơi dính bẩn bụi thì không quét được tuy_nhiên bạn nào tay bị ra mồ_hôi cũng đừng qúa lo vì tay mình cũng hay ra mồ_hôi nhưng quét vẫn bình_thường hơi chậm bù lại mở khoá gương_mặt thì rất tốt mình đưa máy lên chưa kịp đặt vân tay là mở khoá rồi nói_chung phần này nếu bạn lo_lắng thì cứ ra cửa_hàng test thử sẽ rõ pin thì dư sức dùng trong ngày kể_cả bạn có chơi game nhẹ_nhàng mình đánh trận liên_quân nhưng pin chỉ tụt từ 10 15 phần_trăm fps ổn_định mức 60 mình có bật chế_độ fps cao máy sạc hay chơi game cũng không thấy nóng nhiều đó là cảm_nhận của mình sau ngày sử_dụng mình thấy khá là đáng tiền và không hề hối_hận chút nào chất_lượng phục_vụ cũng rất tốt ngoài máy món qùa trên thì mình còn được tặng thêm voucher 40 đồng_hồ nữa,5,tgdd,2
Đức Anh,máy này đang lỗi bỏ_túi quần tự mở khoá màn_hình chạy nhẩy ứng_dụng linh_tinh cài_đặt các kiểu không được reset về cài_đặt gốc cũng không được,1,tgdd,0
Nguyenthimongtuyen,mua con a50 đầu_tiên bị lỗi tgd đợi_chờ con mới về xài tháng lỗi tiếp đang xem tắt màn_hình dù không nóng pjn hay gì hết nhân_viên gởi bhanh máy nói máy không khởi_động được rồi nói máy cong nhẹ xin hỏi các bạn cái điện_thoại nó cũng như cục đá ngta mới mua về nâng_niu như trứng mua cái ốp lưng hết 250k so_bì rớt máy hỏi máy cong nhẹ là do gì chẳng_lẽ mình bẻ được cái điện_thoại chỉ có là do máy thiết_kế bị lỗi thôi nên tôi báo gởi máy bhanh đi xem thợ chuyên_nghiệp ngta nói sao chứ thật lòng qủa thật dòng về con a50 già 8tr chứ pit gì bgjo ngồi đợi bhanh kiếm cái cúi bắp xài coi có tức đang rất bực mjnh,1,tgdd,0
NguyễN Văn Minh,mạng hiện 4g mà lướt facebook bok hay youtube thì bị lát riết nói_chung là tệ quá,3,tgdd,0
Ngọc,pin tạm được nhưng máy dễ bị nóng cảm_ứng vân tay không nhạy phải đợi rất lâu nhận_diện khuôn_mặt tạm ổn nói_chung không đáng để mua với giá 990tr,1,tgdd,0
Nguyễn Thanh Đông,xài thì thấy ok đấy pin trâu hiệu_năng tốt lúc pin yếu tầm 20 hơi giật chút nhưng chấp_nhận được,5,tgdd,2
Lê Ngô Tấn Bảo,nói chug xài ok từ mọi thứ mọi thứ chỉ có vấn_đề là vân tay không được như mong_đợi thôi qúa là tệ còn mở khoá gương_mặt thì qúa êm rồi chỉ như thế thôi,5,tgdd,2
Quang,mình mua a50 6gb 128gb màn_hình đẹp sắc nét update qua phiên_bản nâng_cấp qua ota vân tay nhạy ok chụp hình đẹp pin qúa trâu xem youtube liên tụt 12h các bạn nhớ tắt những gì không xài trong seting thì pin sẽ ok sóng wifi sóng nhà mạng sim bình_thường nói_chung máy rất tốt trong tầm giá,5,tgdd,2
Nguyễn Khánh Linh,pin tụt nhanh qúa camera chụp ok máy cũng ok chơi game có giựt nhẹ nhưng mà sao khi đang chơi game mes tin nhắn tới thì nó cứ bị dơ cái mini chat khó_chịu pupg chơi nữa tiếng mất 10,2,tgdd,1
Ngọc Lê,điện_thoại ổn trong tầm giá cảm_ứng nhạy không như những gì các bạn dưới bình_luận chắc là do phiên_bản cập_nhật đã fix được những lỗi trước đó nên ae cứ yên_tâm mua xài thoải_mái nhé lúc trước mình cũng sợ lỗi nhưng mua về xài thì rất tốt pin trâu cấu_hình chơi liên_quân bật max vẫn không lag nhé ae nên mua ram 6gb này xài rất sướng nhé ae,5,tgdd,2
Lê Hồng Quân,vừa mua a50 128gb được hai hôm mình có nhận_xét sau pin trâu khỏi phải bàn chơi game modern combat dùng bằng 4g máy chỉ hơi ấm tí vì mở_màn_hình bằng vân tuỳ mình mới cập_nhật phần_mềm lên phiên_bản mới nhất cũng tạm ổn chụp ảnh rất đẹp tin mình dùng từ sáng đến tối màn_hình bật 4h45 phút nhìn vẫn còn 45 màn_hình mình vẫn để mức 35 nói_chung là đáng đồng_tiền bát gạo,5,tgdd,2
Nguyễn Duy,bản cập_nhật của a50 lần này thực_sự chán 4g thì không bắt được toàn xài lte với 2g yêu_cầu chỉ 4g thì nó tắt luôn sim bạn nào vừa cập_nhật thì nên cài_đặt gốc lại,3,tgdd,0
Lê Thanh Vũ,qúa tệ so với qủang cáo mạng thì yếu chụp hình thì nhè nhanh hết pin vân tay thì cảm_biến lâu chưa nhận thua,1,tgdd,0
Tuấn Anh,chất_lượng phục_vụ khách_hàng rất tốt nhân_viên rất nhiệt_tình và chu_đáo nói_chung là mình rất hài_lòng,5,tgdd,2
Khang,sau thời_gian sử_dụng thì a50 chụp rất sắc_bén cấu_hình đủ sức cân game nặng pin thì trung_bình ngày nhận_diện khuôn_mặt nhanh chỉ có điểm trừ là để a50 không xài hay bị tụt pin vân tay quang_học không nhận_diện mở máy thôi,4,tgdd,1
Hiếu,rất tuyệt_vời sử_dụng mượt sau khi cập nhập bản báo lỗi dùng mượt ổn_định cải_thiện tốt chẳng bị cả có máy người chê này_nọ do không biết dùng hay_là người hãng khác vào để dìm samsung để mất danh_hiệu tốt cho sao dùng gần tháng chẳng có vấn_đề máy ok mượt,5,tgdd,2
Dang Van Sy,mua tháng về bảo_hành lần thời_gian dem di_bao hanh a50 nhjeu hon thoi gian xài luôn,1,tgdd,0
Nguyễn Ngọc Minh,mới mua được tháng tự_nhiên không nhận cảm_ứng nữa máy gọi đến vẫn được nhưng không mở cảm_ứng được,1,tgdd,0
Nguyễn Hoàng,cho từ ngày mua máy hơn tháng bản 6g 128g sau lần cập_nhật mở khoá vân tay rất nhạy và gương_mặt cũng nhạy luôn ai mà nói mở khoá kém nhạy là nhân_viên opo tq cố_tình dìm hàng là người ngu không biết cập_nhật máy sóng dù nó tụt còn máy vạch nhưng chưa bao_giờ mất sóng cấu_hình máy chơi pubg hd cực cao khá ổn chưa bao_giờ giật lag mở hdr cũng khá ok pin thì dùng ngày cho cả lươt web và xem phim chơi game ai đang dùng thì nên kiểm trả bản cập_nhật để cập_nhật để trãi nghiệm tốt hơn đừng vội nghe đánh_giá chê_bai chỉ pà chiêu_thức opo với vivo hàng tq nó dìm thôi xài lâu mới biết đồ hàn hơn đồ tq chổ nào nhé các bạn,5,tgdd,2
Luyện Phạm,chả biết các đồng_chí sao chứ mua từ hôm mà xài đến vẫn ngon_ơ pin thì để từ lúc 11h đến 6h30 sáng từ 100 95 96 đặc_thù công_việc nên ban_ngày bật 4g 24 24 đến chiều còn khoảng 40 mình thấy ổn mà mỗi tội hơi bực vì cái vân tay thôi,4,tgdd,2
Tiến,máy mới mua được 1tháng 13 ngày thì máy treo đi kiểm trả thì báo hỏng main đi bảo_hành mất nửa tháng hàng chính hãng mà mới mua đã hỏng đổi thì không đổi được bỏ ra 8tr để mua máy phí sóng thì yếu có khi không nhận được vạch sóng nào pin nhanh hết tệ qúa tệ không nên mua,1,tgdd,0
Huỳnh Minh Đương,tất_cả đều ổn_định mỗi có camera thật là qúa tệ mong_sa mà ung có bản cập_nhật mới ổn_định camera,4,tgdd,1
Lư Minh Hùng,tất_cả đều ok chỉ có cảm_biến vân tay cực_kỳ tệ phải nhấc lên đặt xuống hoặc lần mới nhận khởi_động máy lại phải mở khoá mới đăng_nhập không là ai gọi khỏi nghe luôn,4,tgdd,1
